account_id,cluster_id,created_at,account_age_days,order_count,total_spend,average_order_value,return_count,refund_count,return_rate,refund_rate,high_value_order_count,suspicious_activity_score,device_type,primary_payment_method
ACC_000147,RING_00014,2026-09-08T10:21:56.929832+00:00,1,28,2033.64,72.63,0,0,0.0,0.0,1,0.0119,desktop_chrome,debit_card
ACC_000148,RING_00014,2026-11-22T04:39:12.657401+00:00,1,5,255.55,51.11,0,0,0.0,0.0,1,0.0289,desktop_chrome,apple_pay
ACC_000149,RING_00014,2027-01-24T21:19:49.589758+00:00,1,29,1931.4,66.6,3,1,0.1034,0.0345,1,0.0362,desktop_safari,credit_card
ACC_000150,RING_00014,2026-09-18T14:18:24.334088+00:00,1,29,1572.67,54.23,1,0,0.0345,0.0,0,0.0656,mobile_ios,credit_card
ACC_000151,RING_00014,2026-08-18T08:45:08.330936+00:00,1,5,182.2,36.44,0,0,0.0,0.0,1,0.0364,desktop_safari,apple_pay
ACC_000152,RING_00014,2026-04-03T06:20:54.139587+00:00,119,10,317.8,31.78,0,0,0.0,0.0,1,0.0383,desktop_safari,credit_card
ACC_000153,RING_00014,2026-09-28T07:47:07.834101+00:00,1,26,715.26,27.51,1,0,0.0385,0.0,0,0.0795,desktop_chrome,debit_card
ACC_000154,RING_00014,2026-02-28T05:47:29.050541+00:00,153,27,897.21,33.23,3,2,0.1111,0.0741,0,0.0684,mobile_ios,apple_pay
ACC_000155,RING_00014,2026-07-22T04:56:19.370179+00:00,9,14,654.5,46.75,0,0,0.0,0.0,1,0.03,mobile_ios,credit_card
ACC_000156,RING_00014,2027-01-29T07:45:17.095603+00:00,1,25,847.25,33.89,2,1,0.08,0.04,1,0.0482,desktop_safari,debit_card
ACC_000157,RING_00014,2026-07-26T07:19:45.596179+00:00,5,17,890.97,52.41,0,0,0.0,0.0,0,0.0154,mobile_ios,debit_card
ACC_000158,RING_00014,2026-04-09T17:00:06.008339+00:00,113,5,201.55,40.31,0,0,0.0,0.0,0,0.0755,desktop_chrome,apple_pay
ACC_000159,RING_00014,2026-04-23T05:52:24.394936+00:00,99,6,375.66,62.61,0,0,0.0,0.0,1,0.0241,desktop_chrome,debit_card
ACC_000160,RING_00014,2026-03-16T14:36:11.036686+00:00,137,13,1185.6,91.2,0,0,0.0,0.0,1,0.064,desktop_chrome,credit_card
ACC_000161,RING_00014,2026-07-18T12:19:27.164749+00:00,13,21,773.22,36.82,0,0,0.0,0.0,1,0.0232,desktop_safari,apple_pay
ACC_000162,RING_00014,2027-02-05T03:12:02.426572+00:00,1,15,817.8,54.52,1,0,0.0667,0.0,1,0.0515,mobile_ios,credit_card
ACC_000163,RING_00014,2026-12-31T19:57:59.077957+00:00,1,16,1320.8,82.55,1,0,0.0625,0.0,1,0.0647,desktop_chrome,apple_pay
ACC_000164,RING_00014,2026-10-08T12:15:20.503166+00:00,1,13,662.48,50.96,1,0,0.0769,0.0,1,0.0668,desktop_chrome,debit_card
ACC_000165,RING_00014,2026-03-31T05:10:50.382321+00:00,122,23,1778.13,77.31,0,0,0.0,0.0,0,0.0291,desktop_safari,debit_card
ACC_000166,RING_00014,2026-08-21T13:56:28.675634+00:00,1,12,894.84,74.57,1,0,0.0833,0.0,1,0.035,mobile_ios,apple_pay
ACC_000167,RING_00014,2026-08-29T02:04:15.377114+00:00,1,8,469.44,58.68,0,0,0.0,0.0,0,0.0624,desktop_safari,credit_card
ACC_000168,RING_00014,2026-04-16T11:42:43.848899+00:00,106,14,586.04,41.86,0,0,0.0,0.0,1,0.032,desktop_safari,credit_card
ACC_000169,RING_00014,2026-05-07T23:00:58.856550+00:00,85,14,838.04,59.86,1,0,0.0714,0.0,1,0.0707,desktop_chrome,debit_card
ACC_000170,RING_00014,2026-07-27T22:26:49.987938+00:00,4,24,1401.6,58.4,0,0,0.0,0.0,0,0.0385,desktop_chrome,debit_card
ACC_000171,RING_00014,2026-11-24T11:33:46.865560+00:00,1,10,861.0,86.1,1,0,0.1,0.0,0,0.032,desktop_safari,credit_card
ACC_000172,RING_00014,2026-08-31T12:29:43.423641+00:00,1,13,502.58,38.66,0,0,0.0,0.0,1,0.0765,mobile_ios,apple_pay
ACC_000173,RING_00014,2026-12-01T07:34:41.019784+00:00,1,9,313.2,34.8,0,0,0.0,0.0,0,0.067,desktop_safari,debit_card
ACC_000174,RING_00014,2026-07-17T16:56:05.012211+00:00,14,15,1185.45,79.03,0,0,0.0,0.0,1,0.0685,desktop_chrome,apple_pay
ACC_000175,RING_00014,2026-04-27T21:06:12.084628+00:00,95,5,156.15,31.23,0,0,0.0,0.0,0,0.0623,desktop_chrome,credit_card
ACC_000176,RING_00015,2027-02-12T03:01:44.482137+00:00,1,34,2492.88,73.32,5,3,0.1471,0.0882,2,0.0839,mobile_ios,credit_card
ACC_000177,RING_00016,2026-02-12T06:38:14.974880+00:00,169,18,7922.34,440.13,16,14,0.8889,0.7778,21,0.7598,desktop_chrome,credit_card
ACC_000178,RING_00016,2026-02-08T18:55:34.534574+00:00,173,20,8811.6,440.58,18,17,0.9,0.85,12,0.7255,desktop_chrome,credit_card
